Collecting...
Analyzing...
Found 785 different typed gadgets
Collected gadgets saved in ls64.collected
Verifying...
Found 660 different verified gadgets
Verified gadgets saved in ls64.verified
         44239686 function calls (44001934 primitive calls) in 50.960 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2472    0.005    0.000    0.039    0.000 __init__.py:432(eval)
     4407    0.015    0.000    0.039    0.000 symbolic_memory.py:753(_store_fully_concrete)
      216    0.001    0.000    0.038    0.000 __init__.py:1613(warning)
      339    0.001    0.000    0.038    0.000 irop.py:483(_op_zero_extend)
     1303    0.011    0.000    0.038    0.000 memory.py:110(read_bytes)
      217    0.001    0.000    0.038    0.000 __init__.py:1169(warning)
    31474    0.023    0.000    0.038    0.000 expr.py:204(__init__)
    70320    0.024    0.000    0.037    0.000 base.py:114(<genexpr>)
        2    0.000    0.000    0.037    0.019 __init__.py:3130(_call_aside)
        1    0.000    0.000    0.037    0.037 __init__.py:3147(_initialize_master_working_set)
      694    0.001    0.000    0.037    0.000 z3.py:295(__str__)
    35492    0.020    0.000    0.037    0.000 sim_action_object.py:17(<genexpr>)
      241    0.002    0.000    0.037    0.000 decorator.py:228(decorate)
      219    0.001    0.000    0.036    0.000 __init__.py:1267(_log)
      694    0.003    0.000    0.036    0.000 z3printer.py:1181(obj_to_string)
    21510    0.013    0.000    0.036    0.000 base.py:40(__eq__)
       32    0.000    0.000    0.035    0.001 __init__.py:694(add_entry)
 2584/185    0.015    0.000    0.034    0.000 sre_compile.py:64(_compile)
     6976    0.015    0.000    0.034    0.000 weakref.py:115(__setitem__)
    11525    0.030    0.000    0.034    0.000 __init__.py:253(copy_ctypes)
     5098    0.008    0.000    0.034    0.000 stmt.py:207(__str__)
8562/8557    0.015    0.000    0.034    0.000 {method 'join' of 'str' objects}
     1432    0.001    0.000    0.033    0.000 backend_concrete.py:40(_op_add)
      194    0.000    0.000    0.033    0.000 decorators.py:20(not_implemented_for)
      130    0.000    0.000    0.033    0.000 __init__.py:2020(find_on_path)
      709    0.001    0.000    0.033    0.000 frontend.py:15(branch)
     3545    0.022    0.000    0.033    0.000 paged_memory.py:372(branch)
        2    0.000    0.000    0.033    0.016 c_parser.py:21(__init__)
   149767    0.032    0.000    0.032    0.000 enums.py:81(get_enum_from_int)
      484    0.032    0.000    0.032    0.000 {compile}
     3492    0.007    0.000    0.032    0.000 z3.py:283(__init__)
     3352    0.004    0.000    0.032    0.000 bv.py:8(compare_guard)
     4862    0.019    0.000    0.032    0.000 scratch.py:98(store_tmp)
      985    0.008    0.000    0.032    0.000 expr.py:688(_request_op_type_from_libvex)
      375    0.001    0.000    0.032    0.000 elf.py:179(get_symbol)
     4590    0.012    0.000    0.031    0.000 paged_memory.py:719(_containing_pages_mo)
     2418    0.003    0.000    0.031    0.000 {operator.__eq__}
   142204    0.031    0.000    0.031    0.000 {method 'group' of '_sre.SRE_Match' objects}
     1230    0.006    0.000    0.031    0.000 _tqdm.py:867(__iter__)
   132754    0.030    0.000    0.031    0.000 {setattr}
      392    0.001    0.000    0.031    0.000 z3.py:1010(_coerce_exprs)
     2691    0.018    0.000    0.030    0.000 block.py:255(size)
     1036    0.006    0.000    0.030    0.000 irop.py:22(op_attrs)
        1    0.002    0.002    0.030    0.030 pyparsing.py:61(<module>)
       14    0.000    0.000    0.030    0.002 GadgetsVerifier.py:162(verifyWriteMemGadget)
    65594    0.029    0.000    0.029    0.000 expr.py:18(__init__)
    30510    0.018    0.000    0.029    0.000 base.py:184(<genexpr>)
      293    0.002    0.000    0.029    0.000 base.py:300(make_like)
    17781    0.015    0.000    0.029    0.000 symbolic_memory.py:408(concretize_read_addr)
        3    0.000    0.000    0.029    0.010 lex.py:863(lex)
    59566    0.021    0.000    0.029    0.000 base.py:124(<genexpr>)
     3446    0.006    0.000    0.028    0.000 z3.py:288(__del__)
    56663    0.021    0.000    0.028    0.000 base.py:116(<genexpr>)
    24313    0.012    0.000    0.028    0.000 base.py:37(__hash__)
        1    0.000    0.000    0.028    0.028 parser.py:5(<module>)
        1    0.000    0.000    0.028    0.028 feedparser.py:20(<module>)
        9    0.000    0.000    0.028    0.003 cparser.py:42(_get_parser)
     7201    0.017    0.000    0.028    0.000 scratch.py:81(tmp_expr)
      244    0.002    0.000    0.028    0.000 expr.py:655(_from_c)
        8    0.000    0.000    0.027    0.003 __init__.py:350(__init__)
    13336    0.011    0.000    0.027    0.000 const.py:132(_from_c)
    59133    0.020    0.000    0.027    0.000 base.py:119(<genexpr>)
        8    0.027    0.003    0.027    0.003 {_ctypes.dlopen}
      279    0.001    0.000    0.027    0.000 {operator.__ne__}
        1    0.000    0.000    0.027    0.027 GadgetsVerifier.py:61(make_symbolic_state)
        1    0.001    0.001    0.026    0.026 message.py:5(<module>)
     8530    0.026    0.000    0.026    0.000 bv.py:345(_reverse_64)
    35678    0.015    0.000    0.026    0.000 sim_state.py:213(solver)
      249    0.000    0.000    0.026    0.000 bits.py:18(make_like)
        1    0.002    0.002    0.026    0.026 elf.py:1(<module>)
      866    0.004    0.000    0.026    0.000 {map}
    66087    0.025    0.000    0.025    0.000 {built-in method __new__ of type object at 0x10aac64a8}
    19428    0.007    0.000    0.025    0.000 sre_parse.py:213(get)
     2111    0.007    0.000    0.025    0.000 operations.py:407(bitwise_add_simplifier)
        1    0.000    0.000    0.025    0.025 charset.py:6(<module>)
    20392    0.015    0.000    0.025    0.000 stmt.py:201(__init__)
     4260    0.009    0.000    0.025    0.000 file.py:77(set_state)
      198    0.001    0.000    0.025    0.000 z3.py:857(__ne__)
24702/24648    0.020    0.000    0.025    0.000 memory.py:74(get_byte)
     9439    0.009    0.000    0.025    0.000 expr.py:219(result_type)
     1140    0.001    0.000    0.025    0.000 backend_concrete.py:43(_op_sub)
     7276    0.013    0.000    0.025    0.000 pickle.py:227(memoize)
     3550    0.010    0.000    0.024    0.000 symbolic_memory.py:32(__init__)
      720    0.003    0.000    0.024    0.000 uuid.py:582(uuid4)
        1    0.000    0.000    0.024    0.024 base64mime.py:25(<module>)
        1    0.002    0.002    0.024    0.024 _tqdm.py:9(<module>)
        1    0.004    0.004    0.024    0.024 utils.py:5(<module>)
      825    0.008    0.000    0.024    0.000 GadgetsCollector.py:56(checkCopyRegGadget)
      598    0.002    0.000    0.024    0.000 Gadget.py:81(__init__)
      694    0.001    0.000    0.023    0.000 z3printer.py:1077(__call__)
      219    0.001    0.000    0.023    0.000 __init__.py:1288(handle)
    20159    0.019    0.000    0.023    0.000 bits.py:11(__init__)
      830    0.001    0.000    0.023    0.000 z3.py:992(_coerce_expr_merge)
      694    0.002    0.000    0.023    0.000 z3printer.py:1051(main)
    53674    0.023    0.000    0.023    0.000 {method 'split' of 'str' objects}
     4778    0.019    0.000    0.022    0.000 paged_memory.py:273(store_overwrite)
      219    0.001    0.000    0.022    0.000 __init__.py:1320(callHandlers)
     4961    0.013    0.000    0.022    0.000 paged_memory.py:63(_resolve_range)
   138559    0.022    0.000    0.022    0.000 {method 'get' of 'dict' objects}
     4666    0.004    0.000    0.022    0.000 z3.py:484(as_ast)
     1416    0.003    0.000    0.022    0.000 stmt.py:118(_from_c)
     1195    0.001    0.000    0.022    0.000 memory.py:236(read)
    58291    0.011    0.000    0.022    0.000 z3core.py:11(lib)
    14543    0.012    0.000    0.022    0.000 block.py:450(lookup)
     3811    0.008    0.000    0.022    0.000 plyparser.py:54(_token_coord)
      168    0.004    0.000    0.022    0.000 Gadget.py:44(dump)
      219    0.001    0.000    0.022    0.000 __init__.py:746(handle)
       27    0.000    0.000    0.022    0.001 pyparsing.py:2738(__init__)
    26203    0.021    0.000    0.021    0.000 sim_action_object.py:61(__init__)
13832/12177    0.014    0.000    0.021    0.000 expr.py:24(child_expressions)
    22311    0.018    0.000    0.021    0.000 sre_parse.py:194(__next)
      900    0.002    0.000    0.021    0.000 frontend.py:20(blank_copy)
    13263    0.008    0.000    0.021    0.000 block.py:101(convert_tmp)
    35198    0.021    0.000    0.021    0.000 memory_object.py:36(includes)
        1    0.000    0.000    0.021    0.021 sim_type.py:826(define_struct)
        1    0.000    0.000    0.021    0.021 sim_type.py:900(parse_type)
     9548    0.021    0.000    0.021    0.000 {_hashlib.openssl_md5}
4814/4807    0.009    0.000    0.021    0.000 operations.py:231(eq_simplifier)
    45716    0.020    0.000    0.021    0.000 stmt.py:17(__init__)
      353    0.003    0.000    0.020    0.000 successors.py:209(_categorize_successor)
    32188    0.020    0.000    0.020    0.000 bv.py:74(value)
     9731    0.020    0.000    0.020    0.000 weakref.py:148(get)
    17135    0.020    0.000    0.020    0.000 functools.py:39(wraps)
     2092    0.004    0.000    0.020    0.000 expr.py:467(_from_c)
    21660    0.012    0.000    0.020    0.000 sim_state.py:205(registers)
    43610    0.020    0.000    0.020    0.000 {method 'getrandbits' of '_random.Random' objects}
      694    0.001    0.000    0.020    0.000 z3printer.py:531(pp_name)
     2648    0.011    0.000    0.020    0.000 {method '__reduce_ex__' of 'object' objects}
    49068    0.020    0.000    0.020    0.000 operations.py:650(<genexpr>)
        1    0.003    0.003    0.019    0.019 elffile.py:9(<module>)
      706    0.011    0.000    0.019    0.000 inspect.py:303(downsize)
     7168    0.010    0.000    0.019    0.000 stmt.py:93(_from_c)
        1    0.000    0.000    0.019    0.019 service.py:279(__prepareGadgets)
      219    0.001    0.000    0.019    0.000 __init__.py:948(emit)
      353    0.002    0.000    0.019    0.000 solver.py:542(add)
        1    0.001    0.001    0.019    0.019 unicorn.py:3(<module>)
        1    0.004    0.004    0.019    0.019 service.py:39(deleteDuplicates)
      520    0.002    0.000    0.018    0.000 z3.py:5729(__getitem__)
      900    0.002    0.000    0.018    0.000 constraint_deduplicator_mixin.py:6(_blank_copy)
    47805    0.018    0.000    0.018    0.000 {method 'index' of 'list' objects}
    21117    0.010    0.000    0.018    0.000 {method 'add' of 'set' objects}
     5775    0.013    0.000    0.018    0.000 GadgetsCollector.py:83(is_commutative)
        2    0.000    0.000    0.018    0.009 c_lexer.py:58(build)
        1    0.000    0.000    0.018    0.018 GadgetsVerifier.py:39(make_initial_state)
      219    0.001    0.000    0.018    0.000 __init__.py:849(emit)
      113    0.001    0.000    0.018    0.000 GadgetsVerifier.py:115(compute_operation)
        1    0.002    0.002    0.017    0.017 enums.py:1(<module>)
    22598    0.017    0.000    0.017    0.000 operations.py:329(boolean_reverse_simplifier)
     1024    0.003    0.000    0.017    0.000 stmt.py:255(_from_c)
    24991    0.010    0.000    0.017    0.000 yacc.py:240(__getitem__)
     4407    0.006    0.000    0.017    0.000 base.py:243(make_uuid)
      276    0.001    0.000    0.017    0.000 enums.py:27(_from_c)
     1436    0.012    0.000    0.017    0.000 unicorn.py:390(mem_read)
        2    0.000    0.000    0.017    0.009 __init__.py:443(LoadLibrary)
      204    0.001    0.000    0.017    0.000 backend_z3.py:34(z3_condom)
       75    0.000    0.000    0.017    0.000 operations.py:104(_reversed_op)
        1    0.000    0.000    0.017    0.017 __init__.py:652(_build_master)
        1    0.000    0.000    0.017    0.017 __init__.py:639(__init__)
        1    0.000    0.000    0.017    0.017 elf.py:623(__register_sections)
    14795    0.011    0.000    0.017    0.000 __init__.py:395(__iter__)
        1    0.001    0.001    0.017    0.017 _utils.py:1(<module>)
      724    0.013    0.000    0.017    0.000 uuid.py:103(__init__)
       31    0.013    0.000    0.017    0.001 collections.py:305(namedtuple)
        2    0.000    0.000    0.017    0.008 lex.py:211(readtab)
      900    0.002    0.000    0.017    0.000 sat_cache_mixin.py:6(_blank_copy)
     3415    0.003    0.000    0.016    0.000 core.py:349(_parse)
      709    0.001    0.000    0.016    0.000 constraint_deduplicator_mixin.py:10(_copy)
     2320    0.004    0.000    0.016    0.000 base.py:68(size_bytes)
      353    0.002    0.000    0.016    0.000 constraint_fixer_mixin.py:2(add)
    40208    0.016    0.000    0.016    0.000 coloredstring.py:70(__str__)
    81515    0.016    0.000    0.016    0.000 base.py:261(__hash__)
      694    0.002    0.000    0.016    0.000 z3printer.py:210(_op_name)
5433/5171    0.007    0.000    0.016    0.000 abc.py:148(__subclasscheck__)
     5680    0.007    0.000    0.016    0.000 symbolic_memory.py:228(set_state)
     1041    0.002    0.000    0.016    0.000 z3.py:644(name)
    13336    0.010    0.000    0.016    0.000 const.py:125(__init__)
      716    0.003    0.000    0.016    0.000 z3.py:945(_to_expr_ref)
    14440    0.010    0.000    0.016    0.000 stmt.py:133(__init__)
      277    0.001    0.000    0.016    0.000 api.py:284(cast)
    17802    0.009    0.000    0.016    0.000 sim_state.py:229(history)
      512    0.001    0.000    0.016    0.000 core.py:1067(_parse)
     5897    0.004    0.000    0.016    0.000 {sum}
     4666    0.012    0.000    0.016    0.000 z3core.py:2615(Z3_sort_to_ast)
     4956    0.003    0.000    0.016    0.000 core.py:288(_read_stream)
    14362    0.006    0.000    0.016    0.000 GadgetsCollector.py:40(<genexpr>)
      709    0.001    0.000    0.015    0.000 sat_cache_mixin.py:10(_copy)
     1245    0.001    0.000    0.015    0.000 api.py:881(__getattr__)
     1902    0.003    0.000    0.015    0.000 expr.py:401(__str__)
      347    0.002    0.000    0.015    0.000 z3.py:5550(eval)
      900    0.002    0.000    0.015    0.000 simplify_skipper_mixin.py:6(_blank_copy)
       32    0.000    0.000    0.015    0.000 ite.py:4(_execute)
    13832    0.009    0.000    0.015    0.000 expr.py:553(__init__)
        1    0.000    0.000    0.015    0.015 GadgetsVerifier.py:189(verifyWriteMemOpGadget)
     1162    0.008    0.000    0.015    0.000 block.py:473(_from_c)
        1    0.000    0.000    0.015    0.015 pyparsing.py:5353(pyparsing_common)
      709    0.001    0.000    0.015    0.000 simplify_skipper_mixin.py:10(_copy)
    11231    0.005    0.000    0.015    0.000 sim_action_object.py:15(<dictcomp>)
      220    0.001    0.000    0.015    0.000 __init__.py:2107(distributions_from_metadata)
     1246    0.002    0.000    0.014    0.000 api.py:870(make_accessor)
     1133    0.014    0.000    0.014    0.000 {dir}
        1    0.002    0.002    0.014    0.014 cfg_fast.py:1(<module>)
    27332    0.012    0.000    0.014    0.000 paged_memory.py:418(allow_segv)
        1    0.000    0.000    0.014    0.014 elf.py:661(__register_section_symbols)
      353    0.001    0.000    0.014    0.000 constraint_filter_mixin.py:16(add)
      835    0.002    0.000    0.014    0.000 z3.py:3080(sort)
    23419    0.011    0.000    0.014    0.000 pickle.py:260(get)
     1978    0.001    0.000    0.014    0.000 plyparser.py:108(param_rule)
   109003    0.014    0.000    0.014    0.000 {_ctypes.byref}
      425    0.001    0.000    0.014    0.000 sections.py:65(get_string)
     4432    0.006    0.000    0.014    0.000 expr.py:247(_from_c)
     1748    0.013    0.000    0.014    0.000 unicorn.py:176(uc_version)
 1365/227    0.004    0.000    0.014    0.000 cparser.py:521(_get_type_and_quals)
    32885    0.014    0.000    0.014    0.000 {method 'startswith' of 'str' objects}
        2    0.000    0.000    0.014    0.007 yacc.py:3214(yacc)
     2448    0.002    0.000    0.014    0.000 frontend.py:105(_concrete_value)
     1432    0.003    0.000    0.014    0.000 bv.py:90(__add__)
      709    0.001    0.000    0.014    0.000 composited_cache_mixin.py:14(_copy)
      235    0.000    0.000    0.014    0.000 model_cache_mixin.py:203(_get_models)
    16689    0.009    0.000    0.014    0.000 block.py:113(convert_expr)
       20    0.000    0.000    0.014    0.001 __init__.py:1994(_by_version_descending)
        1    0.002    0.002    0.014    0.014 pe.py:1(<module>)
       24    0.000    0.000    0.014    0.001 model_cache_mixin.py:60(eval_constraints)
      736    0.003    0.000    0.014    0.000 paged_memory.py:83(copy)
     1183    0.003    0.000    0.013    0.000 c_parser.py:995(p_enumerator)
       48    0.000    0.000    0.013    0.000 model_cache_mixin.py:66(<genexpr>)
       24    0.000    0.000    0.013    0.001 model_cache_mixin.py:52(eval_ast)
      880    0.007    0.000    0.013    0.000 c_parser.py:375(_build_declarations)
        1    0.010    0.010    0.013    0.013 urllib.py:23(<module>)
      138    0.000    0.000    0.013    0.000 sections.py:120(iter_symbols)
